id,id_old,x_geo [pixels],y_geo [pixels],z_geo [pixels],x [pixels],y [pixels],z [pixels],x_min [pixels],x_max [pixels],y_min [pixels],y_max [pixels],z_min [pixels],z_max [pixels],n_pix,n_chan [channels],n_los [pixels],ell3s_maj [pixels],ell3s_min [pixels],ell3s_pa [deg],ell_maj [pixels],ell_min [pixels],ell_pa [deg],f_int [K],f_peak [K],f_wm50 [K],kin_pa [deg],rms [K],snr_int,w20 [channels],w50 [channels],wm50 [channels],ra [deg],dec [deg],vopt [m/s],yng,notes,stars
41835.011,23,381.585,132.354,557.056,381.777,132.332,556.347,377,386,128,138,527,597,2291,70,64,4.6423,3.873,52.9643,3.9442,3.3803,55.4488,470.6554,1.134,8.2811,159.5963,0.1906,51.5797,56.3246,50.6271,55.9716,1.8953789,16.297202,-343881.72,y,,y
43435.044,68,118.97,436.73,953.257,118.847,436.642,954.496,111,126,431,443,930,976,3970,46,135,7.8438,5.6407,71.0001,7.222,4.8931,71.1392,1271.577,1.1977,0,265.8578,0.2064,97.7982,31.2763,22.0935,0,6.2772067,37.369107,-50795.509,y,,y
120235.009,13,327.852,419.682,546.812,327.942,419.874,545.717,324,333,415,425,523,572,1894,49,61,4.7623,3.9956,-3.5478,3.9606,3.2596,-2.4638,643.5724,1.1921,24.8807,134.292,0.1994,74.1543,41.2183,29.89,31.7089,10.792289,5.0895762,-351706.99,y,,y
121035.036,59,247.889,90.655,940.158,247.902,90.452,940.36,242,255,84,99,918,963,4607,45,157,7.6104,6.6208,16.3398,6.8167,5.6169,19.3206,1795.8132,1.166,37.2487,353.3863,0.2161,122.4141,36.8349,24.7535,34.3977,12.126637,7.5991867,-61201.198,y,,y
203435.007,11,270.424,67.885,506.863,270.416,67.893,506.325,267,275,65,71,490,524,890,34,39,4.2252,2.9523,85.2405,3.9399,2.5374,89.4917,222.6673,0.6335,8.2152,83.3357,0.1382,54.0235,28.8626,20.5668,25.7389,19.751081,31.223272,-380704.6,y,,y
282635.043,75,481.975,392.503,963.525,481.944,392.557,964.166,478,488,387,398,948,981,1334,33,71,5.4756,3.8802,-31.9617,5.0922,3.5137,-37.1715,329.2893,0.9355,16.7547,11.3101,0.2214,40.7208,26.1356,15.0271,17.5457,24.225921,28.634281,-43677.009,y,,y
360235.011,24,485.066,104.911,609.351,485.118,104.843,609.142,481,489,102,110,589,631,1251,42,48,4.0874,3.5431,88.919,3.6784,3.3141,56.4939,304.2131,0.8888,11.5032,124.4932,0.2153,39.9462,35.6559,26.814,29.6082,32.172744,-0.16094709,-305018.59,y,,y
361035.01,28,239.234,196.15,597.117,239.283,196.029,596.487,235,244,193,201,580,614,896,34,49,4.8646,3.3458,61.1909,4.5239,2.9547,62.6213,246.8095,1.0284,11.0011,49.2542,0.2077,39.6917,25.354,19.9015,24.1833,36.270279,9.3588178,-314334.33,y,,y
361035.082,114,241.392,6.704,963.794,241.266,6.75,964.059,237,247,3,12,949,980,1357,31,71,5.3428,4.0758,-50.8766,4.5963,3.6672,-47.7865,402.0545,1.025,15.5695,231.7833,0.2028,53.8095,22.411,14.8628,20.2438,36.237229,6.2041556,-43755.707,y,,y
361835.006,24,35.979,343.719,658.892,36.18,343.661,658.6,30,43,338,351,633,686,4172,53,128,6.6005,6.0996,45.5764,5.9168,5.6162,32.0815,777.0774,0.7114,24.5681,101.6308,0.1477,81.4522,37.9536,31.9623,35.1967,39.655334,19.819353,-268610.95,y,,y
440235.014,25,368.427,484.066,668.043,368.527,484.048,667.79,362,376,478,494,645,693,4152,48,138,6.9225,6.6126,-8.4787,6.1476,5.8355,-53.4214,1204.0973,0.9638,22.1431,198.4937,0.217,86.1006,35.285,25.5688,35.1075,42.115947,6.1591429,-261846.22,y,,y
442635.017,20,19.529,3.981,921.742,19.461,3.866,922.131,17,23,1,8,906,937,735,31,37,4.0155,2.7581,-36.3554,3.4858,2.5025,-38.643,170.8308,0.8034,3.986,5.8911,0.1866,33.7643,26.661,20.14,26.9844,47.933724,22.15615,-74620.126,y,,y
520235.053,80,116.783,394.729,956.463,116.731,394.678,956.32,112,122,391,399,941,973,1090,32,55,4.4664,3.714,-65.4363,4.0182,3.3152,-82.8924,368.9803,1.0762,10.1981,138.9737,0.2258,49.487,27.2361,17.7597,27.0705,54.312825,4.6696307,-49452.753,y,,y
521035.057,65,147.695,497.12,730.638,147.726,497.236,730.06,143,153,492,504,709,752,2279,43,92,6.1176,4.5737,-24.4997,5.2296,4.0307,-19.877,729.2298,1.0463,6.388,282.6076,0.1853,82.4468,36.6212,27.2169,38.2805,53.795979,14.378967,-216007.77,y,,y
521835.043,52,483.101,140.775,818.271,483.194,140.889,817.857,480,487,135,145,792,848,1386,56,43,4.7148,3.1643,-10.7766,4.2795,3.0256,-16.634,321.0495,1.2349,9.0021,161.9695,0.1563,55.1696,42.2817,27.3937,38.6509,48.20484,16.439857,-151378.74,y,,y
601035.059,86,286.904,393.985,511.223,286.722,394.143,510.039,283,292,389,400,482,546,2471,64,72,5.145,4.3411,24.3958,4.7502,3.659,18.6397,833.4808,1.0975,4.2871,356.4643,0.1866,89.8396,54.1637,36.8995,58.4729,59.479386,12.66074,-377970.71,y,,y
601035.065,92,184.846,395.942,509.536,184.605,395.975,509.455,181,189,392,400,486,534,1329,48,46,4.7128,3.4966,66.6196,4.4178,3.007,63.9746,446.5036,1.213,12.9427,240.9107,0.1962,62.4129,37.9741,23.5712,34.3672,61.181346,12.691267,-378400.25,y,,y
601035.147,183,335.147,483.037,880.816,335.074,483.082,880.981,330,341,478,490,863,900,1733,37,81,5.7349,4.3033,-40.8013,5.2798,3.6187,-33.2491,559.874,1.39,8.6664,330.7469,0.2207,60.9483,29.25,19.553,32.276,58.673521,14.143058,-104911.67,y,,y
602635.002,2,23.615,232.104,835.636,23.449,232.122,835.52,17,32,225,241,818,855,3890,37,162,7.9223,5.9279,43.5351,7.5407,5.5,41.2976,769.6651,0.8742,22.5641,76.0591,0.1901,64.9259,30.5011,19.968,25.3065,63.86729,25.960419,-138376.18,y,,y
680235.087,111,110.354,141.701,909.326,110.366,141.71,909.736,106,116,138,146,894,927,1162,33,61,4.9046,3.8085,85.8108,4.5377,3.2887,-85.471,286.1608,0.9667,0,241.8636,0.1985,42.292,28.7584,17.9311,0,70.418675,0.4534959,-83744.168,y,,y
681835.246,390,418.276,79.578,1059.042,418.023,79.594,1058.224,415,423,75,85,1044,1075,1050,31,59,4.8575,3.7679,-3.4121,4.1663,3.3829,-4.9407,448.2247,1.1742,17.4516,2.3117,0.2464,56.1273,21.6828,15.949,19.8812,65.291283,15.418227,25560.896,y,,y
761035.005,5,131.004,392.565,513.421,131.03,392.365,512.063,128,135,389,397,492,535,1279,43,44,4.3003,3.2107,-27.8752,4.1436,2.6774,-31.6086,370.7308,0.9626,14.8028,332.8794,0.1887,54.9375,36.7345,27.2063,30.5262,78.074501,12.631088,-376480.3,y,,y
762635.02,37,75.345,373.477,851.878,75.163,373.571,851.758,69,82,367,380,824,878,3661,54,122,6.7118,5.5802,-73.7393,5.761,5.0323,-66.8235,1053.7244,1.4323,0,78.3408,0.21,82.9474,38.6738,23.4814,0,79.005619,28.317852,-126423.08,y,,y
841035.387,646,183.137,13.918,1083.412,183.013,14.138,1081.97,180,188,10,20,1067,1104,1508,37,66,5.085,3.649,30.2788,4.6747,3.3492,26.9428,354.1332,0.8235,22.5341,218.9029,0.2215,41.1625,31.4694,22.9258,22.6567,85.208117,6.3272989,43041.087,y,,y
842635.048,71,151.488,106.119,953.121,151.555,106.019,954.21,148,156,101,114,936,971,1297,35,72,5.5177,3.9431,1.3156,4.674,3.3014,-0.1742,621.6604,1.3107,37.2123,176.0227,0.2454,70.3501,21.9552,15.5355,18.5103,85.732424,23.858647,-51005.792,y,,y
921035.094,116,152.744,499.444,969.775,152.171,499.5,972.382,144,162,493,509,945,996,4458,51,156,7.9173,6.5009,68.0578,7.401,5.26,77.3515,1471.3485,1.1484,27.9361,86.8764,0.2185,100.865,43.563,28.1953,40.5623,93.722154,14.416669,-37629.24,y,,y
921835.438,789,200.986,410.443,1108.802,201.147,410.523,1107.685,197,207,405,415,1089,1128,1475,39,65,5.2757,3.9065,-66.5663,4.6215,3.4884,-66.9537,427.4982,1.0463,0,292.4561,0.2377,46.833,32.1268,20.4301,0,92.905883,20.933723,61970.594,y,,y
922635.05,93,357.697,167.915,963.711,357.818,167.761,966.395,349,365,163,175,947,985,2543,38,121,7.6607,5.1836,78.9988,6.5456,4.7005,69.3731,1038.0197,1.4216,21.6229,239.6836,0.2399,85.8133,27.786,20.3364,30.6618,90.294696,24.887683,-42036.322,y,,y
1000235.268,471,266.41,316.809,1131.991,266.494,316.844,1130.132,261,272,312,324,1115,1151,2120,36,99,6.0975,5.2278,-7.1639,5.0613,4.459,2.3364,898.8417,1.3526,0,142.7676,0.226,86.3882,28.2527,14.7558,0,99.81661,3.3724048,78494.311,y,,y
1001035.055,69,469.718,490.935,959.866,469.672,490.928,960.659,466,474,487,496,929,991,2096,62,58,4.7897,3.8462,-27.0285,4.2112,3.0544,-28.5611,1695.3941,1.904,0,181.9813,0.3116,118.8371,48.7731,34.4516,0,96.430454,14.273813,-46258.455,y,,y
1081835.301,541,296.769,196.388,1117.278,296.779,196.239,1116.929,293,301,193,201,1105,1134,814,29,49,4.3179,3.4948,-26.3951,3.7854,3.0355,-7.9222,227.2629,0.8347,15.0336,203.6291,0.1794,44.4104,21.8519,15.4704,15.6296,107.31202,17.362314,68775.098,y,,y
1161035.051,62,167.765,315.496,548.016,167.687,315.615,547.717,164,173,309,321,526,567,1594,41,65,6.1522,4.1569,-5.0891,5.3987,3.9466,-9.6712,382.1634,0.8506,0.9925,357.6391,0.1998,47.905,30.9508,16.9047,39.7533,117.46355,11.351914,-350235,y,,y
1161035.074,90,120.835,404.296,996.252,121.022,404.446,997.189,115,126,400,411,976,1016,2012,40,80,5.8096,4.4374,-32.7332,5.2232,3.945,-39.8135,556.3402,1.1178,2.804,271.534,0.2262,54.8227,32.9048,23.9998,36.671,118.2413,12.832445,-19368.398,y,,y
1161035.264,369,188.867,165.28,1101.532,188.694,165.386,1100.759,183,195,161,171,1079,1125,2878,46,96,6.2824,4.678,73.6795,5.2981,3.9484,70.3289,996.1591,1.289,22.7676,273.2823,0.1915,96.99,34.2017,22.5811,33.3447,117.11344,8.8480973,56872.283,y,,y
1161835.212,382,336.513,368.833,1071.191,336.11,368.744,1070.121,331,343,362,377,1053,1090,3691,37,154,7.9303,6.1926,13.5954,6.8162,5.5472,16.6166,1014.8099,0.8679,48.7735,28.2382,0.1499,111.4184,30.9461,22.5339,22.6791,114.6565,20.237396,34318.556,y,,y
1161835.268,458,377.272,399.04,1127.329,377.438,399.051,1127.285,373,383,395,404,1103,1153,1714,50,63,4.5354,4.3981,-0.2336,3.9715,3.548,5.1652,452.9879,0.878,13.1727,296.86,0.1973,55.45,39.273,18.9571,29.8211,113.9677,20.742518,76398.683,y,,y
1162635.037,59,322.507,282.352,918.411,322.542,282.33,918.728,318,328,279,287,902,936,1280,34,60,5.2297,3.5585,-62.9341,4.5485,3.1845,-67.2194,359.5901,0.7948,0,99.5867,0.1826,55.0329,28.7137,16.2081,0,114.88264,26.797168,-77125.405,y,,y
1162635.067,104,140.889,98.346,975.931,140.675,98.427,977.187,138,145,95,104,955,996,1019,41,43,4.0748,3.1972,-2.7426,3.4187,2.8156,6.823,306.5849,1.2307,11.1762,23.5343,0.1812,53.0055,31.0937,21.6148,28.9714,117.91376,23.732106,-34092.14,y,,y
1162635.269,478,347.858,57.246,1105.112,347.831,57.321,1105.484,343,357,51,65,1088,1124,2210,36,109,6.7684,5.8459,-73.2885,6.1288,5.7955,-62.549,475.7656,0.7441,0,326.2846,0.1905,53.1335,28.4085,21.8736,0,114.46114,23.047002,60350.263,y,,y
1162635.275,490,339.551,134.997,1116.795,339.383,135.055,1116.561,335,344,130,141,1097,1137,1958,40,79,5.9544,4.2893,16.1713,5.4699,3.7674,22.1835,422.184,0.7454,17.4506,22.7791,0.1741,54.8091,33.5514,23.394,24.374,114.60195,24.342573,68504.372,y,,y
1163435.004,10,354.802,42.85,963.522,354.705,42.879,964.053,348,362,36,51,944,984,4081,40,156,7.851,6.0581,-34.6875,6.937,5.3727,-38.3821,1063.9364,0.8778,10.2009,147.209,0.1915,86.9707,31.4139,20.1348,34.6397,114.34646,30.806382,-43760.57,y,,y
1241035.188,297,19.289,143.384,1158.945,19.333,143.401,1158.932,14,25,138,149,1126,1191,2968,65,90,5.6895,5.0618,59.1123,5.0666,4.5065,83.6946,611.4076,0.8418,0,182.6045,0.1751,64.1015,53.3639,39.6357,0,127.93601,8.4816921,99694.328,y,,y
1241035.21,328,34.651,32.372,1165.065,34.668,32.303,1164.98,30,41,27,39,1132,1196,3328,64,87,6.1409,4.4561,41.4142,5.6517,3.9356,38.4424,658.9834,0.7906,0,35.7612,0.1874,60.953,54.2869,39.2692,0,127.68044,6.6300591,104146.73,y,,y
1241835.237,421,119.388,451.879,1124.58,119.15,451.829,1122.687,115,125,448,456,1106,1144,1332,38,64,4.7005,4.2328,-74.3706,4.0467,3.6126,-78.4665,380.7429,0.8799,16.5309,230.2232,0.1925,54.1929,29.996,22.3357,27.1114,126.27238,21.622197,73013.548,y,,y
1242635.083,136,128.555,211.565,976.025,128.903,211.65,976.931,125,134,207,217,963,990,1337,27,75,5.7734,4.1091,-30.042,5.243,3.5596,-31.4562,424.0523,1.0768,25.9316,333.1482,0.2369,48.964,21.4476,16.8363,17.7321,126.10985,25.619219,-34280.511,y,,y
1242635.222,380,354.505,286.836,1088.066,354.48,286.718,1087.945,347,363,281,295,1062,1115,5373,53,157,7.7108,6.4822,-67.6942,6.8887,5.8791,-67.5392,1413.0239,1.0977,0,252.3718,0.1969,97.9249,37.2663,20.4431,0,122.35021,26.870357,47439.294,y,,y
1321035.116,210,330.623,505.648,997.79,330.756,505.616,998.917,327,336,502,510,983,1012,1005,29,54,4.3321,3.8979,67.4788,3.7983,3.3582,65.6768,364.3297,0.891,18.7451,291.988,0.221,51.9976,22.6691,16.4128,19.2181,130.74573,14.518612,-18096.183,y,,y
1322635.23,419,228.884,324.791,1078.74,228.722,324.781,1078.687,223,236,319,331,1059,1099,2838,40,123,6.7575,5.5194,71.0873,5.4848,5.356,48.6299,661.6328,0.8825,14.8105,18.9713,0.1779,69.8196,26.4582,20.2018,26.6819,132.4463,27.50469,40624.683,y,,y
1322635.237,430,105.18,229.238,1052.512,105.264,229.34,1050.44,102,111,225,235,1037,1070,1462,33,67,4.7317,3.8842,-23.3977,4.45,3.6857,-24.3131,346.2789,0.7688,20.4216,324.7543,0.2135,42.4153,26.6357,21.359,21.6797,134.50393,25.914007,19830.958,y,,y
1322635.263,466,222.672,446.601,1135.487,222.546,446.475,1135.251,218,228,442,453,1118,1155,1682,37,75,5.248,4.3029,-16.0943,4.7277,4.1569,-8.3404,344.8756,0.7715,17.8662,76.372,0.1848,45.4978,25.9946,18.6526,20.8049,132.54923,29.532925,82262.554,y,,y
1323435.135,251,432.093,58.161,1102.721,432.204,58.016,1102.524,429,436,54,64,1088,1119,1222,31,62,4.9919,3.5713,15.3456,4.5739,3.2415,11.8145,309.8267,0.7553,14.9167,194.043,0.185,47.9109,25.1583,15.7325,21.5975,129.05483,31.058666,58171.717,y,,y
1400235.225,380,474.668,398.392,1135.629,474.783,398.135,1135.901,468,482,392,405,1115,1156,3775,41,146,7.0986,6.2332,-37.1239,6.4387,5.7494,-49.2862,928.9387,1.0394,27.4903,92.5645,0.1829,82.676,27.1688,16.4473,26.6025,136.3452,4.7272591,82740.928,y,,y
1401035.019,21,83.824,399.407,563.798,83.394,399.21,563.921,77,91,394,406,535,598,5523,63,133,7.5129,5.5847,79.4684,7.3847,4.8877,81.4258,2020.2688,1.8057,34.2054,252.7171,0.2056,132.2148,50.3706,35.9239,48.266,142.86836,12.745184,-338306.46,y,,y
1401035.062,74,36.33,347.25,571.257,35.857,347.543,570.743,33,41,344,352,547,596,1445,49,50,4.3254,3.5594,43.5603,3.7579,3.3771,44.1475,359.6428,0.968,0,320.0592,0.1919,49.3091,35.2278,25.3538,0,143.66065,11.88407,-333284.47,y,,y
1401835.228,412,175.24,23.466,1060.682,175.218,23.601,1059.832,169,182,19,31,1036,1084,3484,48,118,6.7545,5.6443,-64.3657,5.773,5.0481,-70.0067,848.158,0.9367,5.6321,8.2573,0.1866,77.0094,33.6533,22.6366,43.8022,141.33795,14.485047,26745,y,,y
1402635.082,129,375.292,347.068,971.997,375.295,347.038,972.173,370,381,342,354,954,991,2302,37,94,6.1574,4.8651,30.0962,5.4244,4.4493,34.4305,652.4339,0.8488,9.4165,204.1344,0.1758,77.3416,28.7776,19.2536,30.7787,138.00333,27.875689,-37782.64,y,,y
1402635.083,130,422.815,356.502,972.524,422.762,356.47,972.934,419,428,353,361,954,993,1382,39,56,4.4619,3.9155,-67.8678,3.9041,3.3976,-54.5369,455.1577,1.0512,24.2293,334.2686,0.2239,54.6942,29.6099,14.6426,21.397,137.21222,28.032892,-37222.88,y,,y
1403435.025,33,230.181,201.346,933.786,230.318,201.333,934.094,223,238,196,208,914,955,3940,41,135,7.8251,5.3751,70.6388,7.4839,4.6523,73.1809,814.7436,0.7917,41.4673,65.4147,0.1711,75.876,32.4755,22.0364,21.8828,140.41963,33.447277,-65813.809,y,,y
1403435.164,259,187.283,343.164,1153.162,187.081,343.322,1153.083,183,193,341,348,1140,1168,934,28,53,4.3928,3.3651,85.4583,4.2759,2.8975,-89.4264,230.6895,1.0101,7.6305,29.7589,0.2277,33.1573,20.6081,14.6663,20.9645,141.14024,35.813777,95388.932,y,,y
1480235.037,53,494.594,213.601,986.743,494.629,213.49,987.976,489,500,208,220,966,1006,2178,40,88,5.5326,4.8409,-49.3403,5.0025,4.4595,-28.1593,581.2666,1.0758,14.4144,222.6133,0.2045,60.9097,31.3426,22.4267,30.8321,144.01445,1.6498444,-26149.684,y,,y
1481035.016,20,442.562,397.791,571.758,442.508,397.51,571.881,439,447,394,402,547,597,1643,50,52,4.1576,3.5678,-59.313,3.609,3.0918,-26.9853,332.6757,0.8439,17.0988,340.3009,0.1533,53.5252,40.4721,30.8783,28.3244,144.88314,12.716851,-332447.02,y,,y
1481035.219,380,97.086,169.633,1061.633,97.19,169.674,1061.204,94,102,165,175,1045,1080,1279,35,57,4.9232,3.4843,8.9549,4.3928,3.2395,5.6451,275.3012,0.7297,15.7127,342.275,0.1764,43.6366,22.324,14.6754,20.1494,150.63844,8.9195903,27754.934,y,,y
1481835.031,54,55.268,336.358,964.539,55.204,336.391,965.47,50,62,331,343,943,989,2729,46,104,6.3164,5.2498,31.3975,5.3899,4.5543,35.3086,1014.2978,0.974,0,154.9962,0.1654,117.3985,27.665,16.3109,0,151.3382,19.698228,-42717.449,y,,y
1482635.213,347,279.469,233.878,1088.361,279.334,233.834,1088.229,275,285,230,239,1067,1111,1808,44,66,4.7881,3.9797,-40.68,4.5651,3.4074,-39.0386,392.3568,0.7902,19.8542,152.3577,0.1734,53.204,32.9273,20.7304,26.9819,147.6027,25.988956,47648.718,y,,y
1482635.222,358,487.029,279.05,1081.509,487.073,279.017,1081.941,482,492,274,284,1061,1102,1909,41,76,5.1019,4.7671,34.6845,4.6018,4.0878,17.5078,390.8486,0.7059,18.2508,120.3102,0.1563,57.245,29.2923,23.6287,25.3197,144.14038,26.741999,43019.912,y,,y
1482635.238,374,104.725,165.624,1114.611,104.559,165.714,1114.716,100,111,161,172,1091,1139,2616,48,89,5.8567,4.2763,54.1477,5.1359,3.733,56.5903,669.385,0.931,26.914,98.4526,0.173,75.6471,36.2218,25.6036,28.7381,150.51562,24.85362,67146.328,y,,y
1561035.044,76,443.993,157.458,958.416,444.093,157.024,960.272,439,453,150,166,943,975,2305,32,147,7.3808,6.3818,10.6813,7.1483,4.935,10.1404,702.116,1.0317,0,29.3939,0.2297,63.6793,22.4874,15.4121,0,152.85674,8.7087545,-46543.926,y,,y
1561835.062,98,479.15,248.866,966.819,479.056,248.56,968.044,472,490,241,257,948,985,3228,37,155,7.9827,7.5424,-12.4523,7.3014,6.1816,-16.292,820.2285,0.8568,64.5492,184.1266,0.198,72.9259,30.1971,17.6011,13.8227,152.27402,18.234375,-40822.561,y,,y
1561835.215,392,250.035,59.156,1071.759,249.784,59.029,1071.976,245,256,54,66,1054,1089,2187,35,98,6.4291,4.7476,-45.3433,5.797,4.2543,-47.3129,495.0886,0.9009,23.9303,294.9001,0.1628,65.0094,24.1291,19.3951,22.2409,156.09521,15.075519,35684.595,y,,y
1562635.163,296,498.785,290.585,1121.626,498.748,290.599,1121.239,495,505,286,296,1104,1144,2030,40,85,5.4838,4.9226,-57.1252,4.9867,4.3931,-68.6054,377.5595,0.7512,1.8552,8.0907,0.177,47.3501,30.3701,15.7624,37.4258,151.9458,26.93503,71948.001,y,,y
1641835.072,111,95.067,372.902,968.586,95.284,372.919,969.371,89,104,367,380,952,985,2169,33,145,7.4191,6.5723,-82.4851,6.8132,5.7912,-89.0083,602.1711,1.0368,26.0601,239.9582,0.1849,69.9348,24.8962,14.6635,21.0104,166.67027,20.306986,-39845.472,y,,y
1720235.217,318,297.059,193.912,1128.794,297.094,193.97,1128.192,293,304,186,201,1108,1151,2957,43,114,6.9315,4.6981,-16.4859,6.204,4.3265,-15.3871,646.3993,0.9097,29.5371,205.8202,0.1998,59.4966,29.6229,16.0579,23.5884,171.30676,1.3244951,77066.512,y,,y
1720235.219,320,375.995,108.669,1170.686,376.158,108.504,1170.696,372,380,104,115,1154,1188,1301,34,66,4.8533,3.9557,-3.7299,4.7964,3.5056,-0.9506,257.4799,0.9141,11.5926,169.1272,0.2064,34.5889,26.8075,17.623,25.4079,169.98903,-0.099933533,108354.14,y,,y
1721835.177,306,401.483,321.853,1075.038,401.445,321.92,1075.495,398,406,317,327,1059,1093,998,34,52,4.8236,3.3129,17.576,4.1068,2.9257,20.8972,207.113,0.7429,0,35.5815,0.1464,44.796,24.1085,19.439,0,169.56758,19.457009,38274.618,y,,y
1721835.18,309,148.954,150.235,1082.227,149.007,150.403,1081.616,145,155,145,156,1054,1115,2395,61,75,5.4727,4.3792,-17.6166,4.5984,3.9303,-16.4912,349.04,0.4744,0,144.937,0.1127,63.2701,52.3538,41.7139,0,173.77489,16.598382,42780.505,y,,y
1800235.127,229,355.52,412.332,1103.557,355.474,412.267,1103.455,349,363,406,421,1080,1130,4007,50,139,7.6698,5.2425,-48.6014,7.0312,4.9089,-47.8526,744.0249,0.7531,37.4545,287.5123,0.1822,64.5191,35.6836,17.6246,18.3746,178.33376,4.9627854,58856.511,y,,y
1800235.15,264,302.432,379.069,1085.018,302.249,378.942,1084.86,296,311,373,387,1065,1112,4168,47,155,7.28,6.6694,-77.4068,7.0322,6.2427,-80.7628,725.497,0.927,52.464,127.037,0.1712,65.6232,33.6039,19.7647,15.4281,179.22085,4.4073691,45168.535,y,,y
1801835.004,4,376.93,189.43,925.762,376.881,189.513,925.818,371,382,183,197,906,947,2664,41,107,6.7835,5.001,14.0527,6.2615,4.2091,23.9328,487.6706,0.7109,25.9761,197.8083,0.1396,67.6797,33.0154,20.6548,20.6083,177.97698,17.250207,-71905.894,y,,y
1801835.19,334,141.067,299.854,1128.817,140.983,299.878,1128.279,136,147,296,305,1108,1152,1906,44,69,5.2229,4.1316,84.7461,4.7406,3.6166,83.2173,371.7169,0.7723,17.7528,57.4238,0.1511,56.3662,33.1622,18.997,27.8591,181.90862,19.089641,77130.515,y,,y
1880235.001,1,299.066,237.375,169.022,299.053,237.38,171.409,294,305,233,243,140,211,2413,71,84,5.3207,4.4525,-86.8652,3.4181,3.2779,41.7988,1486.8018,7.0132,16.1865,354.3259,0.2305,131.3228,69.4153,58.7359,69.7539,187.27411,2.0479951,-627244.01,y,,y
1880235.004,6,299.003,239.573,345.261,298.934,238.959,345.136,295,304,235,244,333,358,789,25,64,4.6594,3.8836,-25.585,3.7034,3.0685,-26.818,509.9509,7.3357,24.5795,199.7766,0.2457,73.8821,19.0714,15.5982,19.4043,187.2761,2.0743154,-499358.95,y,,y
1880235.006,8,298.638,237.814,387.031,298.797,237.993,383.496,294,304,231,244,358,420,2156,62,81,4.706,3.8976,-54.988,3.097,2.9688,-13.9887,940.1711,7.1376,23.3283,350.8398,0.2246,90.1538,50.9778,45.8542,51.4952,187.27838,2.0582131,-471121.47,y,,y
1880235.193,342,190.945,245.549,1060.116,190.828,245.366,1059.492,185,195,242,251,1042,1077,1039,35,49,4.747,3.5466,-43.6307,4.1984,3.0667,-22.8092,217.9156,0.809,4.9269,290.9311,0.2009,33.6583,27.1295,19.0211,27.6047,189.07787,2.1811063,26494.273,y,,y
1880235.198,350,51.966,434.088,1388.719,51.854,433.949,1388.527,48,58,429,440,1363,1414,2802,51,87,6.1223,4.1106,-25.0395,5.6607,3.8585,-23.6938,464.5238,0.6964,14.7704,170.4611,0.1769,49.6124,43.7772,28.8168,33.6736,191.39412,5.3241488,268705.01,y,,y
1880235.205,360,93.296,127.261,1077.84,93.518,127.34,1076.936,89,98,123,134,1060,1099,1684,39,71,5.0985,3.937,-4.22,4.6652,3.6621,1.5595,293.8148,0.7111,11.4916,190.4511,0.1819,39.3545,33.3112,18.9137,22.1773,190.6997,0.2139897,39335.556,y,,y
1880235.206,361,357.843,70.361,1084.308,358.008,70.404,1083.852,353,362,66,76,1068,1104,1245,36,64,4.8874,3.7881,-11.4576,4.644,3.2986,-4.3404,290.7203,0.8319,0,2.3883,0.207,39.8069,26.9048,15.6619,0,186.29153,-0.7349476,44426.223,y,,y
1880235.212,369,248.701,311.093,1072.002,248.579,310.973,1072.404,245,254,307,316,1048,1095,1534,47,55,4.309,3.7501,-16.6255,3.7839,3.3472,-5.4338,327.8111,0.8071,15.2353,329.1799,0.194,43.1451,32.2992,19.3384,22.1527,188.11535,3.2745494,35999.164,y,,y
1880235.233,406,298.036,238.005,1866.223,298.196,237.888,1866.599,294,303,233,243,1846,1884,1110,38,69,4.7233,3.782,-14.2152,3.4132,2.8086,-0.2729,696.6512,5.5699,19.5809,19.4198,0.2465,84.8415,34.7916,32.4314,34.9042,187.2884,2.0564609,620624.68,y,,y
1960235.012,16,214.249,444.164,964.183,214.319,444.133,965.261,209,222,437,452,909,1000,5643,91,142,6.8148,6.4595,-33.662,5.8272,5.6216,-62.7508,1125.8519,0.8932,1.8526,274.8574,0.197,76.1013,75.521,26.4362,86.964,196.68636,5.4938873,-42870.885,y,,y
1961035.147,250,360.69,131.05,1225.438,360.663,131.039,1225.72,357,365,127,135,1206,1248,1120,42,49,4.0658,3.1463,-25.604,3.717,2.8711,-37.0264,253.6852,0.7623,6.7906,286.037,0.1761,43.0525,32.1908,17.4194,32.2259,194.24731,8.2756655,148858.46,y,,y
2041035.045,65,460.186,459.719,995.829,460.009,459.704,997.287,454,468,454,466,973,1017,3276,44,118,6.7644,4.9156,-56.5963,6.4542,4.4781,-57.8707,703.9939,1.212,0,189.2926,0.2119,58.0541,33.7462,26.9808,0,200.5915,13.753415,-19295.966,y,,y
2041835.124,246,382.396,198.061,1123.658,382.249,198.13,1122.997,378,387,195,203,1097,1151,1549,54,54,4.4188,3.2879,74.8839,3.9014,2.8414,74.1896,286.2288,0.68,13.0564,53.9947,0.1554,46.8043,40.6481,25.97,26.948,201.88751,17.393838,73242.177,y,,y
2121035.008,8,463.321,268.989,970.797,463.312,268.853,970.964,459,469,265,274,946,997,2143,51,67,5.1487,3.6543,-60.2054,4.5281,3.296,-56.7616,430.0363,0.8222,9.7584,283.9579,0.1879,49.4316,36.6059,18.0855,39.1484,208.53647,10.572552,-38672.915,y,,y
