id,id_old,x_geo [pixels],y_geo [pixels],z_geo [pixels],x [pixels],y [pixels],z [pixels],x_min [pixels],x_max [pixels],y_min [pixels],y_max [pixels],z_min [pixels],z_max [pixels],n_pix,n_chan [channels],n_los [pixels],ell3s_maj [pixels],ell3s_min [pixels],ell3s_pa [deg],ell_maj [pixels],ell_min [pixels],ell_pa [deg],f_int [K],f_peak [K],f_wm50 [K],kin_pa [deg],rms [K],snr_int,w20 [channels],w50 [channels],wm50 [channels],ra [deg],dec [deg],vopt [m/s],yng,notes,stars
680235.024,26,80.68,176.504,528.371,80.598,176.429,528.145,75,88,172,183,504,552,2093,48,82,6.0934,5.2242,79.365,6.2168,4.5523,77.5156,542.1676,1.0393,12.5449,252.8521,0.2082,56.9259,37.259,20.7465,36.6232,70.91481,1.0321546,-364642.23,n,pattern,
680235.031,37,489.504,178.11,524.04,489.101,178.408,522.085,485,496,173,182,495,548,1511,53,60,5.7845,4.1151,-89.4215,6.0083,3.4803,82.5159,438.5379,1.1731,11.8326,266.771,0.2135,52.831,38.8937,21.5868,35.8543,64.106423,1.0651307,-369103.25,n,pattern,
680235.042,49,6.114,366.593,520.376,6.292,366.574,521.112,1,11,362,374,500,549,1939,49,79,5.7507,4.5017,18.038,5.5432,3.9892,18.6449,457.9654,0.9491,12.3235,198.2347,0.1952,53.2684,37.8932,19.4912,37.6569,72.153252,4.2012438,-369819.05,n,pattern,
680235.302,491,506.369,177.246,1351.278,506.428,177.106,1353.409,501,512,172,183,1328,1388,2337,60,84,6.1598,5.0387,15.3124,5.6708,4.4464,-19.9713,787.459,1.7492,0,108.5916,0.2094,77.7965,42.3803,28.3304,0,63.817642,1.0434277,242853.49,n,pattern,
680235.322,511,42.967,180.591,1374.208,42.944,180.535,1374.04,36,48,176,187,1346,1401,2294,55,75,6.7361,5.0416,81.0212,5.9534,3.9255,67.6076,936.0356,1.5425,21.3821,63.9966,0.2177,89.7692,43.4665,25.5583,39.1863,71.542386,1.1005854,258040.56,n,pattern,
681035.01,10,128.196,342.778,512.834,127.892,342.205,513.453,123,138,336,351,484,547,3499,63,134,7.1609,6.7294,41.8086,7.2775,5.971,-4.4458,934.7698,1.4501,10.4886,202.351,0.1893,83.5013,48.9047,36.3923,53.9748,70.126802,11.795082,-375457.24,n,pattern,
681035.025,25,265.487,342.699,524.181,265.455,342.647,525.409,260,271,338,347,497,555,2160,58,61,5.1397,3.8329,82.8896,4.2472,3.5068,80.7531,554.4206,1.0281,0,135.2699,0.1913,62.3714,47.0153,33.5741,0,67.834076,11.802453,-366656,n,pattern,
681035.037,38,456.886,4.524,737.212,456.797,4.478,737.644,452,462,0,11,720,758,1837,38,81,5.9425,4.2245,-40.41,5.8259,3.5882,-41.0949,433.0955,0.8938,8.0427,135.6962,0.1848,54.6864,29.9568,17.0116,32.3026,64.645045,6.166297,-210425.16,n,edge,
681035.048,49,412.515,341.792,535.095,412.433,341.852,534.709,405,419,337,348,507,558,2427,51,88,6.5988,4.5995,-84.5004,6.0813,4.2595,-85.1624,590.314,1.1782,0,270.7373,0.18,66.5674,35.525,22.7084,0,65.384449,11.789199,-359809.95,n,pattern,
681035.134,160,223.754,15.305,974.813,223.57,15.342,975.239,220,228,12,20,961,990,865,29,48,4.3241,3.2943,78.5614,3.8116,3.0544,83.824,222.3984,0.9371,16.3098,93.2105,0.1976,38.2767,25.0209,20.0975,20.0541,68.53217,6.3473577,-35525.808,n,duplicate,
681035.352,557,76.44,344.79,1379.526,76.5,344.976,1378.807,70,82,339,351,1351,1408,3081,57,93,5.913,5.223,32.6987,5.2128,4.4789,83.1134,947.4712,1.4865,14.6881,85.5001,0.1902,89.7362,45.2433,36.4434,44.9505,70.983334,11.841274,261549.48,n,pattern,
681035.354,559,69.073,397.104,1381.812,68.939,397.408,1381.641,61,77,390,404,1356,1409,4579,53,135,7.9753,6.5552,65.0263,7.054,5.9305,86.5772,1286.1808,1.4482,15.6203,276.9396,0.1905,99.7782,42.6585,29.9196,43.9623,71.109355,12.715136,263635.89,n,pattern,
683435.281,487,44.854,386.49,1058.463,44.682,386.496,1057.741,39,51,382,395,1045,1078,1327,33,99,6.6469,5.2703,52.7746,6.279,4.7348,66.5115,510.2688,1.504,0,200.7662,0.2824,49.605,21.1376,16.6048,0,71.513423,36.533341,25205.278,n,pattern,
760235.031,34,195.48,171.92,536.217,195.442,171.884,535.944,191,202,167,178,512,556,1014,44,50,5.4582,4.3263,-78.0718,5.0844,3.8765,82.2999,302.19,1.0135,16.8798,1.7835,0.2189,43.3465,33.056,23.9143,24.036,77.000753,0.95640353,-358901.43,n,pattern,
760235.038,45,226.363,366.775,541.367,226.262,366.789,540.914,222,231,361,372,519,563,1784,44,65,5.1695,3.9714,13.8165,4.6757,3.2601,22.0884,517.4571,1.2551,15.265,196.4778,0.1945,62.9937,35.4174,21.1782,30.4956,76.487094,4.2048299,-355242.83,n,pattern,
760235.058,72,507.073,305.105,913.071,507.638,305.22,913.098,501,512,299,313,889,940,3570,51,105,6.4609,5.0195,-18.9902,5.637,4.638,-30.9733,1099.5599,1.2418,0,130.9578,0.2014,91.3943,39.1301,27.448,0,71.797478,3.1786692,-81269.408,n,edge,
760235.095,123,224.604,155.61,971.05,224.754,155.634,972.742,220,232,153,163,958,984,482,26,50,6.3702,5.0996,61.0189,5.2146,4.0751,65.6931,184.6133,1.2275,11.4851,263.2016,0.2363,35.5894,23.2077,20.2117,22.0092,76.512223,0.68556615,-37364.296,n,pattern,
760235.293,476,485.725,129.485,1870.082,485.688,129.386,1869.781,482,490,126,134,1833,1907,2628,74,52,4.2558,3.8782,-27.0521,3.206,2.8871,-30.587,1338.2321,1.7024,8.5008,250.1549,0.1894,137.8312,66.1174,51.2745,69.2405,72.163316,0.2480939,622966.78,n,duplicate,
761035.004,4,130.876,339.862,513.125,130.727,339.679,513.025,128,135,336,344,493,536,957,43,40,4.0381,2.891,37.4081,3.366,2.3192,27.9165,355.2095,1.1392,16.041,211.6647,0.1953,58.7907,35.3697,27.2228,27.597,78.079562,11.752987,-375772.14,n,pattern,
761035.372,599,452.973,395.635,1380.941,452.681,395.245,1381.439,448,458,391,402,1361,1405,1401,44,51,5.1869,4.1589,-31.8601,4.961,3.7224,-3.9193,446.0354,1.3287,0,176.6723,0.198,60.1728,35.3535,21.307,0,72.713637,12.679087,263486.75,n,pattern,
762635.021,44,34.385,4.752,855.62,34.439,4.608,855.162,27,42,0,12,829,884,4030,55,144,7.8468,5.8246,-80.7093,7.5901,5.2434,-81.4795,999.2218,1.073,9.0715,95.4685,0.2037,77.253,47.0933,29.5325,49.666,79.684351,22.168451,-123917.58,n,edge,
840235.039,39,142.08,176.341,518.399,141.737,176.438,518.346,139,148,171,184,502,534,1000,32,55,6.0333,4.6001,-8.244,5.3146,3.9392,26.7864,269.065,0.9684,5.5233,35.138,0.2144,39.6926,25.795,18.2877,26.5181,85.895855,1.0322965,-371855.55,n,pattern,
841035.019,20,261.437,394.895,520.642,261.717,394.844,522.272,257,270,391,402,496,553,1596,57,64,5.1257,4.6856,-52.936,4.5509,3.9812,83.1212,391.6749,1.0503,10.7773,213.7824,0.1882,52.0901,42.7337,15.5737,36.1543,83.896382,12.672408,-368965.5,n,pattern,
841035.031,33,193.146,395.617,538.453,192.919,395.477,536.386,191,199,392,401,506,562,1114,56,50,4.8258,4.3318,67.0197,4.9053,3.5693,-7.8354,283.5983,1.1682,2.7019,354.9188,0.1905,44.6032,43.8336,20.3722,47.6024,85.043019,12.682956,-358575.74,n,pattern,
841035.42,684,46.866,506.227,1103.085,46.914,506.293,1100.74,44,51,501,512,1069,1141,2746,72,67,5.515,3.7447,9.7519,4.7633,3.234,3.3833,700.1593,0.9435,6.0161,209.0851,0.1969,67.8698,58.0056,25.2219,64.6026,87.476441,14.529893,56858.403,n,edge,
841035.421,685,130.332,3.94,1081.593,130.225,3.635,1079.984,127,136,0,8,1066,1103,1242,37,58,4.4213,4.0761,42.8277,3.968,3.5661,9.3974,404.2046,0.9931,12.4999,176.0181,0.2166,52.9486,28.8284,20.1507,28.0405,86.087924,6.1522342,41579.068,n,edge,
841035.425,689,147.65,344.917,1383.144,147.331,345.248,1380.324,143,153,341,349,1353,1405,996,52,39,5.3083,3.628,-85.6236,4.4626,3.2671,80.5136,495.0717,1.6397,0,244.0237,0.1992,78.7683,42.7396,26.5634,0,85.802815,11.845805,262665.98,n,pattern,
841035.428,692,377.531,397.821,1386.79,377.802,397.69,1386.544,371,385,391,406,1358,1416,3366,58,95,7.7371,5.9904,48.7544,7.0354,5.4572,51.0237,1146.6066,1.5888,22.0646,54.7334,0.2033,97.1906,44.788,31.0054,41.2766,81.961634,12.719845,267245.28,n,pattern,
841835.023,36,70.671,506.696,891.864,70.3,507.142,891.522,64,78,501,512,860,923,5157,63,129,7.3109,5.694,-74.5666,6.1981,5.1034,-57.0586,2234.3201,1.636,0,316.7873,0.1984,156.8044,49.4506,28.8339,0,87.332685,22.515792,-97152.168,n,edge,
842635.003,4,250.516,8.622,839.338,250.531,8.624,842.556,246,255,5,13,680,947,3818,267,45,4.3967,3.095,83.9641,3.6016,2.3006,-89.471,1010.0711,1.2733,0,264.1254,0.2391,68.3804,239.7072,23.7075,0,84.082822,22.235395,-133196.82,n,pattern,
843435.333,634,233.609,420.59,1072.163,234.006,420.926,1073.278,231,238,417,424,1056,1100,785,44,38,4.2494,3.0028,-45.6348,3.9879,2.4976,-56.683,382.1842,1.6401,13.5603,281.0386,0.2547,53.5859,31.9715,20.2251,28.5813,84.358035,37.107182,36643.067,n,pattern,
920235.031,31,356.946,373.149,524.309,356.841,373.193,524.201,351,361,369,380,501,555,1285,54,59,5.5852,4.8512,-65.9796,4.958,3.9081,18.3604,381.0405,1.0005,15.4077,218.1207,0.2041,52.0822,40.5104,25.8401,34.4406,90.310803,4.3115628,-367545.25,n,pattern,
920235.032,33,54.971,174.994,520.03,55.187,175.208,520.455,50,60,171,180,503,543,1250,40,57,5.2173,3.8039,74.2967,4.6959,3.3518,85.5853,419.2821,1.265,15.9957,281.3696,0.2164,54.8057,30.1492,26.743,28.0388,95.338384,1.0117945,-370302.7,n,pattern,
920235.034,35,124.363,369.42,531.323,124.234,369.59,530.522,121,130,364,375,503,558,2260,55,67,5.2505,4.0003,-23.2104,4.8435,3.5432,4.3835,580.3071,1.0468,22.6448,207.4421,0.1977,61.7353,43.57,28.7786,32.0714,94.187594,4.2515005,-362892.67,n,pattern,
920235.297,486,234.004,368.078,1362.847,234.014,368.215,1364.292,228,240,364,374,1333,1406,3324,73,84,5.9591,4.4703,-81.1422,5.8487,3.9611,-61.2907,1106.5174,1.3035,61.8046,309.3474,0.209,91.8208,55.1383,36.6517,5.281,92.357928,4.228599,250864.55,n,pattern,
921035.017,17,505.378,397.581,519.617,505.245,397.427,520.27,501,510,394,402,499,541,1354,42,51,4.4668,3.2024,32.4419,4.4127,2.6416,34.0089,444.8188,1.1451,16.2797,215.2592,0.1939,62.345,33.6334,22.9541,29.6881,87.837575,12.715448,-370438.91,n,pattern,
921035.018,18,272.985,343.964,516.373,272.836,343.853,516.686,269,279,340,350,501,535,1179,34,64,4.9704,4.6072,43.7254,4.5773,4.2079,-9.6149,347.6978,0.9132,0,355.9172,0.1953,51.8617,27.6786,18.7757,0,91.711072,11.82255,-373077.13,n,pattern,
921035.409,684,317.64,395.879,1369.562,317.992,396.576,1369.818,312,324,388,404,1346,1404,4005,58,123,7.5806,5.8075,-11.7868,7.9197,5.3094,-15.9933,1485.0323,2.2001,66.7892,142.4283,0.1977,118.7024,41.8452,31.8803,22.2146,90.958467,12.70127,254932.69,n,pattern,
921035.413,688,484.263,397.981,1392.393,484.735,398.667,1391.726,477,490,392,406,1368,1417,2559,49,89,7.3907,5.329,-44.8036,7.7087,4.6248,-32.1414,917.2768,1.3669,0,339.8718,0.1932,93.8616,39.5934,24.1268,0,88.179413,12.736122,271059.88,n,pattern,
1000235.01,10,91.444,370.158,522.779,91.008,370.275,523.463,88,97,364,376,500,548,2027,48,74,5.7426,4.1569,21.0447,4.9929,3.3669,24.179,797.872,1.6886,66.689,207.4667,0.2008,88.2747,37.5847,24.26,5.6068,102.74139,4.2629302,-368088.88,n,pattern,
1000235.025,25,409.155,180.043,536.001,408.8,179.981,535.704,404,416,175,185,508,565,2535,57,89,6.5234,5.0186,88.9175,5.7471,4.309,-87.0674,852.5717,1.3184,11.557,267.1714,0.22,76.9608,46.0182,28.5959,47.8914,97.444839,1.0913444,-359077.87,n,pattern,
1000235.029,29,386.505,371.367,530.854,386.188,371.433,531.106,381,396,366,379,506,558,3579,52,112,6.955,5.228,46.9913,6.0163,4.726,51.906,1105.0115,1.4042,38.2217,175.5925,0.2242,82.3722,39.662,31.3669,33.7024,97.821701,4.282227,-362462.39,n,pattern,
1000235.033,33,110.068,176.147,555.809,109.779,175.924,555.46,105,117,169,183,529,578,3420,49,123,7.3876,5.2367,-20.5548,7.5827,4.4294,-17.0275,1062.132,1.3815,23.7138,169.266,0.2243,80.9627,34.6313,21.7827,33.8282,102.42852,1.0237305,-344535.11,n,pattern,
1000235.41,728,356.217,374.572,1367.287,356.605,374.588,1366.78,351,360,371,378,1341,1393,1247,52,45,5.1053,3.4338,83.1615,4.0324,2.9834,84.5096,581.7884,1.6255,17.6052,298.7257,0.2319,71.0484,43.3767,19.3468,30.1202,98.314751,4.3348067,252696.13,n,pattern,
1000235.415,733,298.898,182.85,1375.869,299.133,182.428,1376.236,296,303,179,188,1345,1414,1590,69,45,4.4382,3.0294,-9.3635,3.3769,2.5842,-0.376,727.5872,1.6697,0.5376,52.3565,0.22,82.9575,60.3714,46.5445,69.4044,99.272622,1.1321378,259657.32,n,pattern,
1000235.428,746,138.191,371.167,1376.072,137.33,370.894,1375.368,131,146,365,378,1352,1401,3704,49,121,7.681,5.9038,-89.5444,8.6895,5.0619,-72.9258,1418.3561,2.7581,9.5066,294.7474,0.2169,107.423,36.2557,27.1245,43.346,101.96934,4.2732408,259017.93,n,pattern,
1001035.018,18,507.924,395.629,552.132,508.101,395.636,551.367,504,512,391,402,534,571,1525,37,64,5.4339,3.8428,-6.0281,5.1878,3.487,-11.094,405.8199,0.9712,21.2676,149.7495,0.1949,53.3322,28.6373,17.8999,23.3928,95.789973,12.6856,-347548.05,n,edge,
1001035.04,49,217.688,507.191,911.892,217.754,507.279,912.351,210,224,502,512,896,928,1605,32,86,6.6295,4.5489,76.079,5.6603,3.9259,76.9731,490.4322,1.1434,27.1067,67.5436,0.1982,61.7628,22.8458,15.1442,19.3657,100.6291,14.546324,-81819.046,n,edge,
1001035.403,714,225.336,397.358,1402.826,225.383,397.443,1402.639,222,229,394,403,1384,1421,864,37,38,4.6499,3.1949,-9.3078,4.3137,3.04,-13.3687,363.3263,1.3241,0,17.8504,0.1978,62.4748,32.7466,25.6236,0,100.50195,12.715715,279092.52,n,pattern,
1001835.049,78,450.278,4.511,970.549,450.161,4.31,969.562,443,459,0,12,941,998,4350,57,138,7.7989,5.7846,-68.6779,6.7314,4.8067,-53.7554,5508.5415,4.5716,0,107.5993,0.3936,212.1919,41.173,19.949,0,96.755651,14.163491,-39704.647,n,edge,
1080235.009,9,455.346,180.738,529.93,455.167,180.701,529.814,449,462,175,188,505,560,4896,55,134,6.6993,6.3296,-55.6679,6.8943,5.9683,77.0296,1319.6437,1.1969,0,262.1431,0.216,87.3184,44.7169,32.5491,0,104.67206,1.1033475,-363413.25,n,pattern,
1080235.013,13,301.224,176.919,549.58,300.871,177.014,547.982,298,306,172,182,519,570,1546,51,56,5.023,4.0617,25.1433,4.9282,3.5987,40.0789,458.64,1.1221,0,223.5184,0.2242,52.0365,42.4743,28.5548,0,107.24367,1.0419002,-350039.85,n,pattern,
1080235.02,20,8.517,372.461,534.157,8.458,372.475,534.743,3,14,366,381,508,559,3617,51,113,6.7026,4.8718,-19.3159,6.1095,4.5768,-18.0216,1038.5244,1.1731,61.2901,186.032,0.2056,84.008,41.4159,25.0597,22.4765,112.11722,4.2995916,-359785.33,n,pattern,
1080235.021,21,59.531,175.008,562.399,59.461,175.078,562.018,56,64,171,183,545,580,1195,35,62,5.8989,4.0519,-13.781,4.5889,3.9636,-2.1538,355.7466,0.9717,20.1436,30.5426,0.2098,49.0597,27.7305,14.9454,16.7441,111.26717,1.0096297,-339707.49,n,pattern,
1080235.038,39,218.667,176.373,560.696,218.472,176.273,560.539,213,225,172,183,539,585,2396,46,84,5.8048,4.7242,69.9292,5.0222,4.1189,79.7875,721.5934,1.2748,27.1125,265.2453,0.2161,68.2037,36.6011,20.8155,31.6788,108.61699,1.0295491,-340796.21,n,pattern,
1080235.059,67,356.293,176.743,555.63,355.908,176.556,555.365,349,364,170,188,531,584,3453,53,127,7.8525,6.769,32.991,7.111,6.1955,-86.918,1034.4838,1.2398,8.1011,275.3404,0.2119,83.0892,40.0977,28.9065,45.9673,106.32639,1.034273,-344605.16,n,pattern,
1080235.358,547,328.288,179.899,1374.65,328.955,179.944,1375.104,321,336,172,188,1347,1410,5522,63,173,7.9424,7.4131,-35.6004,7.7201,6.0019,-22.1069,2271.7409,1.8985,94.2576,139.2888,0.2036,150.1571,44.8898,32.4314,27.971,106.7756,1.0907373,258823.67,n,pattern,
1080235.36,549,408.541,180.914,1376.15,409.083,180.972,1376.053,404,415,175,188,1344,1421,4129,77,100,7.1363,4.7629,-17.1398,6.6551,4.726,-10.0491,1912.98,2.905,0,43.1703,0.2167,137.3857,53.8871,35.4024,0,105.44014,1.1078618,259522.37,n,pattern,
1080235.371,562,387.228,370.784,1375.293,387.498,370.411,1375.383,382,392,367,375,1350,1398,1603,48,53,5.2524,3.5585,-73.9662,4.4886,3.5107,-82.7535,709.5954,2.017,0,56.8199,0.2224,79.6787,36.9489,26.7753,0,105.79988,4.2651969,259029.24,n,pattern,
1080235.379,570,36.296,179.675,1384.69,36.74,179.468,1384.098,33,43,176,184,1355,1415,1309,60,51,5.3651,3.7633,59.224,5.0331,3.3913,65.53,490.0945,1.4345,17.4977,82.4327,0.2128,63.6457,53.8024,36.933,36.8533,111.64587,1.0827957,265444.67,n,pattern,
1080235.387,578,95.035,372.184,1382.359,95.132,372.112,1384.465,92,101,369,377,1362,1415,1068,53,40,4.2136,3.6098,23.7021,3.802,3.2391,10.8502,389.4009,1.2826,30.5607,162.4888,0.2133,55.8843,43.2785,24.292,13.3264,110.67266,4.2935491,265714.78,n,pattern,
1080235.389,580,65.738,372.108,1396.914,65.853,372.031,1396.041,60,71,367,380,1372,1426,2780,54,80,6.5985,5.0403,-35.6948,6.0318,4.526,-38.7668,963.3276,1.3026,0,284.3242,0.2072,88.1844,41.9524,29.3454,0,111.16064,4.292187,274235.97,n,pattern,
1081035.018,19,193.044,347.077,528.818,193.22,346.981,529.37,186,199,341,354,511,551,2505,40,102,6.7007,5.5072,27.4291,6.5099,4.6728,18.1625,680.7829,1.0332,40.0788,209.8657,0.2009,67.6929,32.8239,23.0391,17.0698,109.03801,11.874687,-363740.06,n,pattern,
1081035.033,38,361.782,345.112,543.728,361.602,345.277,543.171,357,369,340,351,517,575,2951,58,92,6.6789,4.5712,58.6307,6.1444,4.1206,57.1529,775.3003,0.9047,15.9746,228.6927,0.1958,72.908,47.4522,26.7054,40.6737,106.23163,11.846282,-353581.31,n,pattern,
1081035.036,41,474.117,344.846,559.765,474.074,344.504,558.648,467,481,339,354,518,584,2826,66,118,7.8916,6.0144,11.0267,7.9303,5.0923,14.2872,892.7343,1.1389,0,40.9972,0.2185,76.8867,30.5557,20.4548,0,104.35709,11.833409,-342187.89,n,pattern,
1081035.366,585,162.709,397.445,1382.075,162.725,397.481,1382.537,157,172,391,405,1350,1415,6483,65,154,7.7029,6.6542,41.4545,6.6142,6.2043,46.5081,2331.1629,1.4078,15.8948,293.3342,0.1904,152.0951,51.4305,34.1796,55.1102,109.54625,12.716347,264295.33,n,pattern,
1081035.37,589,172.418,344.182,1383.846,172.167,344.045,1385.009,169,177,340,352,1362,1416,2042,54,66,5.8014,4.1178,-1.1881,5.7032,3.7703,-13.2419,684.3945,1.5119,0,152.7906,0.2012,75.2638,41.555,30.9046,0,109.38888,11.825756,266114.73,n,pattern,
1081035.371,590,15.665,347.456,1378.145,15,347.553,1377.912,11,21,343,353,1353,1405,1984,52,66,5.3101,4.1079,-50.1028,5.3772,3.4015,-39.9733,961.1321,2.0569,11.0437,332.3188,0.2475,87.1736,41.3966,26.0452,43.9587,112.00835,11.884226,260890.49,n,pattern,
1081035.38,599,440.991,347.662,1397.185,441.365,347.197,1396.771,436,448,341,356,1370,1426,4542,56,131,7.7364,5.6308,17.5527,7.7973,5.4543,10.0262,1314.342,1.4707,0,172.9461,0.1911,102.0698,42.0313,30.8204,0,104.90224,11.878282,274773.61,n,pattern,
1081835.001,1,91.831,53.746,539.742,91.424,53.838,539.898,87,97,48,60,513,566,2852,53,90,5.4926,4.8746,12.7284,4.8519,4.2888,35.8766,1131.682,1.6699,32.2551,235.9807,0.2227,95.1482,44.7072,30.4538,39.5181,110.73461,14.988966,-355990.18,n,pattern,
1081835.002,2,90.546,34.636,540.622,90.308,34.678,539.8,85,97,28,41,516,567,3190,51,111,6.8936,4.9828,43.7122,6.0686,4.5564,37.8977,1084.7577,1.6158,0,227.363,0.213,90.1609,37.7726,24.3384,0,110.7532,14.66963,-356062.44,n,pattern,
1081835.316,559,3.14,199.747,1126.275,3.136,199.818,1125.5,0,8,196,205,1105,1152,1317,47,56,4.8424,3.6082,-46.1215,3.8748,3.2252,-48.7701,347.4477,0.7752,0,115.2599,0.18,53.1962,32.7905,18.5895,0,112.20608,17.421957,75084.348,n,edge,
1082635.234,398,133.842,7.1,1064.947,134.097,7.14,1063.847,128,142,2,14,1049,1083,2279,34,127,6.9893,5.7614,-72.1867,6.0577,5.3293,-78.8167,637.2149,1.1043,20.1121,93.2785,0.2059,64.8176,28.1329,20.3537,24.8957,110.02339,22.210666,29700.152,n,edge,
1160235.003,3,488.727,372.446,532.546,488.599,372.456,533.201,484,494,367,381,508,556,2865,48,95,6.3808,4.7659,-14.8549,5.5489,4.4073,-17.7508,847.456,1.1858,0,190.2596,0.2102,75.3192,38.6823,24.4251,0,112.11489,4.2992754,-360920.21,n,pattern,
1160235.033,34,434.586,199.644,540.552,434.097,199.868,540.226,432,440,195,204,520,564,1467,44,52,4.4921,3.7258,-35.6794,3.9227,3.762,69.4101,551.6952,1.6733,28.4708,308.6025,0.2359,61.0487,34.8903,20.0027,20.1062,113.02326,1.4228024,-355749.31,n,pattern,
1160235.051,55,505.472,370.755,566.148,505.24,370.99,565.712,502,511,364,378,544,587,2634,43,97,6.7149,4.5806,5.8081,6.484,3.939,12.7269,775.0275,0.9009,20.0361,202.1253,0.2063,73.1854,35.3843,25.4361,34.6435,111.83754,4.2748387,-336988.06,n,pattern,
1160235.058,63,87.999,338.704,544.113,87.247,338.626,544.423,83,95,334,345,523,566,2627,43,95,6.4895,5.0916,82.2266,6.1605,4.5123,-86.7019,818.669,1.3523,12.3629,180.1446,0.2246,71.106,34.1002,21.6979,34.9354,118.8041,3.735437,-352659.69,n,pattern,
1161035.012,12,201.543,397.715,548.351,201.796,397.529,549.636,197,206,394,404,527,578,1451,51,56,5.1121,3.4677,30.6571,5.0515,3.1277,26.5446,408.7093,1.0003,6.473,200.8974,0.1923,55.7855,40.6645,22.8866,42.9318,116.89506,12.717162,-348822.24,n,pattern,
1161035.017,18,302.656,344.424,532.983,302.738,344.314,533.655,298,308,338,350,515,556,1873,41,81,5.7262,5.0923,29.3177,5.4589,4.5657,55.1804,512.6886,0.9865,37.0546,262.6919,0.2104,56.2944,32.5977,20.6103,12.8074,115.2127,11.830229,-360585.75,n,pattern,
1161035.041,50,199.55,494.545,543.863,199.989,494.83,543.856,192,204,487,500,525,564,1285,39,60,6.4576,4.7578,14.0291,5.9815,4.1299,-3.0747,396.5212,1.1304,16.6263,352.2191,0.2177,50.8082,30.2292,21.0995,25.2228,116.92519,14.338848,-353076.77,n,pattern,
1161035.044,53,301.141,212.779,544.632,300.433,212.149,544.461,296,309,207,220,523,565,2149,42,93,7.2699,5.3245,85.5179,7.3672,5.4846,-82.0306,636.4137,1.1459,50.7178,98.0326,0.1881,72.9769,29.7132,21.4185,9.4982,115.25111,9.6274826,-352631.42,n,pattern,
1161035.282,392,495.541,346.911,1378.257,494.979,347.005,1378.148,491,501,339,354,1351,1406,2299,55,82,6.8131,4.6934,-11.6934,6.1573,3.9743,-16.4004,1068.9752,2.063,34.0034,338.3303,0.2374,93.9083,41.9123,25.8578,35.3292,112.00867,11.875086,261064.85,n,pattern,
1161035.291,402,218.133,396.982,1412.111,218.296,397.045,1411.451,213,225,392,403,1391,1433,2205,42,99,6.7865,5.3206,-74.0169,6.8593,5.1879,-76.5692,793.4649,1.4227,41.6316,256.0614,0.2207,76.5572,31.7588,18.4256,18.7103,116.62008,12.709093,285579.63,n,pattern,
1161835.003,6,248.332,53.942,544.615,247.73,53.875,544.974,242,256,48,61,520,572,3960,52,139,7.8932,6.4554,-80.3772,8.1678,6.0126,-76.2622,1109.0275,0.9276,87.7111,33.4867,0.1848,95.3816,35.6376,24.7982,13.216,116.12951,14.989572,-352253.69,n,pattern,
1161835.012,15,198.821,14.609,544.285,199.265,14.786,544.439,191,204,7,20,525,564,1595,39,76,7.0665,5.2271,30.7666,6.3359,5.3226,22.9143,472.6858,1.107,35.6266,353.7688,0.2144,55.2051,31.3005,19.6237,16.5791,116.93725,14.33809,-352647.82,n,pattern,
1161835.28,477,240.649,102.89,1384.449,240.691,102.976,1384.149,237,245,98,107,1366,1404,1158,38,52,4.1186,4.0074,87.0824,4.0613,3.2753,78.7272,310.4087,0.9176,7.7777,88.0674,0.1907,47.8279,30.6129,17.9573,30.0844,116.24681,15.807928,265481.66,n,pattern,
1161835.281,478,239.872,113.784,1385.709,239.827,113.596,1385.372,236,244,111,119,1366,1406,1266,40,48,4.7024,3.3171,-48.8672,4.6592,2.989,-62.3588,342.7864,0.9863,0,95.4045,0.1881,51.2153,28.6152,22.1519,0,116.26121,15.984922,266382.38,n,pattern,
1162635.273,486,499.58,170.938,1147.38,499.091,170.933,1147.623,494,506,165,179,1123,1170,3399,47,118,6.8759,5.198,-28.1177,5.5128,4.8573,-58.2935,1245.2918,1.6194,48.4602,84.9971,0.2025,105.4627,34.3915,26.8633,27.2021,111.94015,24.940554,91370.125,n,duplicate,
1163435.011,20,78.891,419.489,958.189,78.741,419.438,958.861,74,85,414,427,941,976,1627,35,94,5.7631,4.8265,-36.2498,5.3278,4.3987,-27.2833,468.2076,1.2116,0,1.0542,0.2316,50.109,20.7837,14.7424,0,118.94586,37.082369,-47582.435,n,pattern,
1240235.03,37,275.026,180.583,568.676,274.995,180.811,568.818,268,282,174,187,537,592,3171,55,125,7.3409,5.9635,-49.4091,6.6772,5.5489,-61.8949,903.7135,1.2119,15.6364,284.6017,0.2117,75.7905,38.5008,26.0461,38.5458,123.67498,1.1051924,-334701.99,n,pattern,
1240235.037,49,57.321,373.644,552.403,57.196,373.396,551.947,53,64,368,383,525,578,3037,53,101,6.7563,5.3004,11.9307,6.0231,4.6584,-5.0728,847.3093,1.0485,21.931,345.9697,0.206,74.6527,40.4625,28.2565,35.1949,127.30496,4.3149443,-347120.62,n,pattern,
1240235.044,58,392.04,368.894,551.768,391.753,368.623,551.422,387,400,362,378,528,575,3813,47,131,7.787,5.2193,-13.2783,7.6159,4.6191,-19.0847,1058.8378,1.2704,21.0885,353.8218,0.2109,81.2944,38.9256,29.0821,38.2666,121.729,4.2353975,-347507.25,n,pattern,
